7
15
0
14
7
13
13
13
2
13
13
13
7
0
13
13
13
13
7
13
13
7
7
13
14
13
13
13
7
13
13
7
13
7
7
13
0
15
0
0
13
13
7
7
13
8
13
13
7
7
2
